tail,head,optflow,unitcost,fixedcost
85,59,0,9.6582,7.8804
85,61,0,10.3231,8.7015
85,65,0,10.4135,2.2127
85,76,0,2.4727,3.0467
85,84,0,8.6889,7.2407
85,99,0,7.7947,3.2263
85,110,0,4.4798,3.797
85,114,0,6.7937,9.0754
85,131,27,1.5601,4.862
85,132,0,1.2966,7.4527
85,145,0,5.4323,8.2127
85,161,0,9.3798,1.7425
85,162,0,7.877,7.5405
85,173,0,8.8364,8.274
85,174,12,5.5661,4.7018
85,186,0,3.5989,2.8396
85,195,0,5.8523,2.7557
86,2,0,5.7264,1.4504
86,22,0,9.9732,9.7682
86,38,0,6.7276,2.1709
86,39,0,1.1095,8.9513
86,41,0,7.4618,2.9248
86,45,0,5.2075,8.5047
86,47,0,2.9929,8.2651
86,55,0,6.9321,4.5689
86,62,0,6.283,10.369
86,71,0,3.8089,9.4383
86,73,2,5.8866,1.4673
86,74,0,3.704,2.2735
86,92,0,9.894,10.7134
86,105,0,10.0672,6.4322
86,108,0,6.6744,4.0474
86,134,0,7.9479,9.5285
86,144,0,4.3265,8.5724
86,148,0,3.6578,5.7381
86,151,0,1.3567,6.7087
86,154,0,8.8645,8.468
86,156,0,7.1907,7.6814
86,159,0,8.3267,7.8855
86,163,0,10.0757,8.4074
86,175,0,4.385,4.094
86,178,0,7.0706,4.6671
86,189,0,2.1895,9.3306
86,196,0,7.4672,1.1321
87,29,0,10.5331,8.2471
87,33,0,7.4811,9.8579
87,35,0,7.7151,8.5007
87,49,0,4.1705,9.4589
87,50,0,7.4931,5.2559
87,51,0,1.3304,8.5663
87,58,0,5.0958,8.6254
87,60,0,9.3182,5.6585
87,72,0,5.1275,5.2188
87,75,0,5.1069,5.4596
87,79,0,3.9747,8.0265
87,100,0,6.3932,8.7175
87,105,0,6.0781,10.1908
87,118,0,7.8467,2.9231
87,138,0,7.4077,9.2576
87,149,0,1.2754,5.0821
87,158,0,3.6442,4.481
87,165,0,5.1537,1.1505
87,171,0,7.7066,1.7497
87,178,0,10.6169,7.2899
87,196,0,2.4054,2.2231
88,9,0,4.1153,9.8527
88,21,0,8.3872,3.6829
88,28,0,10.2683,9.122
88,33,0,5.053,3.944
88,50,3,3.5005,1.7528
88,53,0,5.192,6.721
88,70,0,6.8628,5.636
88,91,0,5.2136,4.3653
88,93,0,8.0904,5.3216
88,98,0,3.0137,7.7299
88,106,0,8.2352,2.6539
88,117,0,5.2858,1.4861
88,138,0,6.0294,3.7106
88,142,0,10.6087,6.3269
88,150,0,4.8216,7.6668
88,158,16,1.5854,8.4833
88,165,0,8.2092,6.9638
88,194,0,9.0845,10.0901
89,11,0,2.9845,3.8279
89,15,0,5.5826,7.0264
89,56,0,6.6525,1.0347
89,80,0,3.6854,3.7651
89,120,0,8.8706,5.3053
89,168,0,3.4246,6.3878
89,176,0,10.7906,3.6894
89,177,0,6.407,1.4969
89,179,0,10.7838,1.5016
90,9,0,4.0461,8.8413
90,21,0,5.6119,3.8372
90,28,0,3.4476,9.2156
90,43,0,4.1985,7.4094
90,48,0,7.1797,2.5715
90,53,0,6.3717,10.4695
90,57,0,5.9661,10.5675
90,70,0,7.5198,8.5182
90,113,0,4.8015,6.6057
90,136,0,9.0925,6.2408
90,137,0,6.1221,3.79
90,140,0,6.3353,3.5638
90,141,0,4.1352,8.4024
90,150,0,5.629,6.8945
90,190,0,4.4743,7.6353
90,192,0,6.3537,6.6484
91,24,0,1.2012,7.9814
91,50,0,9.1041,2.2368
91,53,0,9.9214,4.4223
91,54,0,5.4442,2.3106
91,88,9,3.449,5.6296
91,93,0,9.0248,4.9003
91,98,13,3.787,2.8897
91,106,14,2.6299,7.4259
91,117,0,2.6159,7.1277
91,129,0,6.9761,1.7127
91,142,3,2.735,4.6953
91,143,0,7.6167,5.9846
91,146,0,7.9302,5.314
91,183,0,2.9786,4.4035
91,187,0,3.892,2.3972
91,198,0,10.5611,7.2423
91,199,0,10.7005,8.5759
92,2,0,7.2707,8.4313
92,8,0,5.5076,1.3943
92,22,0,1.2567,7.9003
92,38,0,10.4836,7.4496
92,39,0,8.2529,6.0459
92,41,0,4.5596,7.1826
92,42,0,6.945,7.287
92,45,0,1.3498,7.3769
92,47,0,7.4064,6.0683
92,55,0,2.648,6.3847
92,62,0,10.0192,6.7679
92,63,0,5.0783,7.5663
92,64,0,8.1991,1.6388
92,71,0,7.0748,9.3297
92,74,0,8.1455,1.3804
92,86,0,3.8397,8.9115
92,108,0,7.7156,1.7568
92,134,0,7.2355,10.9921
92,139,4,2.8289,7.5123
92,144,0,5.3617,10.6553
92,148,0,10.1881,4.3288
92,153,0,6.587,7.0788
92,156,0,5.0299,7.9244
92,160,0,9.4292,7.8623
92,169,0,3.7677,6.0133
92,175,0,7.9649,9.2266
92,185,0,8.2237,4.6003
92,189,0,7.4821,8.1702
93,50,0,6.3855,3.1347
93,53,0,8.2248,4.5396
93,54,0,7.0555,6.5638
93,75,13,5.1232,3.0273
93,88,0,10.3985,2.2358
93,91,0,4.5744,9.0121
93,98,0,10.4413,9.1892
93,106,0,1.3713,10.9489
93,117,0,8.8609,6.6178
93,142,0,6.9025,9.5074
93,143,0,3.8291,1.9158
93,172,22,2.2601,8.0722
93,180,0,6.9059,4.4371
93,183,0,10.7235,7.1194
93,187,0,8.7918,1.0881
93,198,0,1.3391,1.5121
93,199,0,8.4939,5.7007
94,1,0,7.9838,1.4657
94,3,0,5.4781,5.9629
94,7,0,1.5154,5.7266
94,17,0,3.7977,4.2769
94,27,0,6.8196,10.7583
94,42,0,3.1459,5.7823
94,52,0,10.2139,3.5946
94,55,0,8.0098,10.0444
94,62,0,2.4722,4.4204
94,64,0,9.7392,3.1305
94,67,0,6.9862,1.5282
94,71,0,7.9125,10.1882
94,73,0,7.8486,7.8864
94,80,0,4.322,5.0014
94,108,0,3.9849,8.7794
94,119,0,10.482,3.9602
94,125,0,4.5708,10.8672
94,127,0,10.7517,1.8537
94,134,0,4.6561,4.5439
94,139,0,7.6275,5.2994
94,152,0,7.6838,3.6315
94,156,0,4.8474,4.1836
94,157,0,9.4473,10.4851
94,159,0,10.2515,6.1465
94,160,0,7.532,4.0612
94,170,0,5.3429,1.5456
94,175,0,2.9224,6.9536
94,182,0,5.2529,5.3398
94,185,0,8.11,3.8235
95,0,0,5.723,8.4936
95,4,0,10.4455,9.9307
95,9,0,4.4585,2.9341
95,23,0,7.1878,7.1099
95,26,0,3.7218,9.0948
95,31,0,3.9377,7.8172
95,34,0,5.5086,5.7114
95,40,0,1.0553,1.8279
95,49,0,9.2248,7.224
95,51,0,2.6862,5.2537
95,58,0,6.0744,2.6134
95,59,0,7.6399,8.7674
95,60,0,4.9905,9.7008
95,61,0,4.7943,3.3562
95,66,0,6.764,8.2837
95,72,0,7.4589,5.3933
95,79,0,8.2728,2.7932
95,99,0,1.7025,7.701
95,110,0,6.5511,7.519
95,118,0,8.3767,9.532
95,147,0,5.908,6.2723
95,150,0,5.2037,6.9519
95,151,0,10.5672,2.2024
95,154,0,5.0555,9.7076
95,158,0,5.5818,9.4475
95,162,0,6.9329,4.2509
95,163,0,9.265,9.8436
95,165,0,5.9357,10.9793
95,178,0,7.0835,7.3563
95,194,0,3.328,10.7471
95,195,0,1.8581,4.4185
95,196,0,4.9809,7.8638
96,2,0,3.1152,8.6696
96,14,0,8.3416,4.4785
96,22,0,3.8205,8.3647
96,32,0,7.0182,4.9051
96,38,0,10.4312,8.9428
96,39,0,4.7828,9.5038
96,41,0,7.6927,10.8912
96,44,0,1.143,5.2833
96,45,0,2.3872,2.1296
96,47,0,3.8142,10.3778
96,68,0,3.8856,7.3029
96,82,0,1.1238,6.9558
96,101,0,1.783,8.9262
96,104,0,1.6484,8.955
96,105,0,4.866,9.2366
96,107,0,1.8535,4.4002
96,111,0,2.6132,2.7318
96,121,0,3.424,5.8155
96,133,0,4.977,2.4172
96,135,0,10.4434,4.8228
96,144,0,3.0202,5.8774
96,189,0,10.0092,3.5985
96,193,0,2.6827,2.7741
97,1,0,2.9957,10.1398
97,3,0,7.7194,1.2917
97,17,0,2.0772,6.0939
97,27,0,10.9613,6.7539
97,52,0,8.2666,5.3412
97,67,0,10.071,4.0334
97,78,7,3.5177,1.1855
97,80,0,5.8277,2.7208
97,81,0,5.1428,4.678
97,109,0,8.8545,1.9061
97,112,0,1.367,3.141
97,115,12,2.2468,5.9159
97,116,0,6.6541,4.6308
97,119,0,9.5394,5.2156
97,152,0,4.6097,8.7396
97,157,0,5.4795,2.7554
97,166,0,5.2003,8.2683
97,170,0,5.5755,6.3414
97,181,0,8.1593,4.3551
97,182,0,3.3159,10.2972
97,188,0,9.7603,10.2028
98,33,0,6.3611,10.841
98,50,14,1.3997,2.7033
98,53,0,8.6037,4.5481
98,54,0,2.0413,7.2452
98,75,8,3.0591,10.3459
98,88,0,3.9095,6.155
98,91,0,2.1138,9.3257
98,93,0,1.0888,2.9715
98,106,0,10.1691,10.9179
98,138,7,1.5544,3.3799
98,142,0,5.5376,8.9391
98,143,0,10.2683,4.727
98,150,0,7.9192,1.9697
98,180,19,2.4202,9.6864
98,187,0,4.2827,10.3267
98,194,12,1.4188,3.8536
98,198,0,1.3339,4.4734
98,199,0,7.3239,4.9729
99,0,0,4.7983,9.2959
99,4,0,5.3579,2.3801
99,9,0,5.3756,6.4335
99,23,20,2.3831,4.2631
99,26,0,10.0601,1.9624
99,28,0,1.1557,5.2858
99,31,0,8.111,2.1878
99,34,0,4.7499,5.7516
99,40,0,10.9205,2.0657
99,46,0,4.7093,6.4858
99,49,0,1.8973,10.4717
99,51,0,8.4675,8.9915
99,59,0,5.6085,7.8851
99,60,0,10.1822,9.8988
99,61,0,6.8654,8.118
99,66,0,4.2922,5.7378
99,72,0,9.2594,10.8742
99,85,0,7.0642,2.7527
99,95,0,6.8953,2.475
99,110,0,10.7218,9.827
99,118,23,1.5206,10.4525
99,141,0,6.2808,6.3678
99,147,0,4.69,9.1694
99,150,0,10.0618,5.7052
99,154,0,2.4579,7.0224
99,158,0,5.7208,6.2496
99,162,0,8.7256,4.8373
99,163,0,4.8977,4.266
99,165,0,5.5591,7.6183
99,194,0,10.2443,1.3784
99,195,0,9.6102,10.8035
100,10,2,1.0308,2.7906
100,12,0,1.3858,1.1079
100,14,0,6.6436,7.0266
100,29,0,8.3626,10.8128
100,30,0,7.5736,2.7452
100,35,0,6.8983,8.2986
100,44,0,4.1642,3.7318
100,50,0,4.964,6.02
100,75,0,3.0147,2.4102
100,87,0,4.4838,7.8078
100,101,8,2.3291,3.7159
100,102,0,10.7036,2.8087
100,104,0,4.504,3.7099
100,123,0,2.6114,4.7539
100,126,0,7.5998,5.3612
100,149,0,8.3972,1.7205
100,167,0,6.69,5.4816
100,171,0,10.476,6.3716
100,172,0,10.7708,9.979
100,180,0,7.2764,9.5866
100,197,0,6.2156,10.0671
100,198,0,5.0282,4.4976
101,2,0,6.8637,10.0387
101,10,0,10.7279,2.4244
101,14,0,9.5108,2.1033
101,22,0,10.088,8.1706
101,29,0,9.5307,3.8799
101,39,0,8.6815,3.293
101,41,0,3.2874,8.6198
101,44,0,9.5425,3.1173
101,45,0,6.1871,8.4377
101,68,0,6.729,8.0894
101,96,0,4.1905,1.2969
101,100,0,1.0224,2.0237
101,104,0,4.1143,6.4841
101,105,0,9.7194,5.392
101,107,0,5.2883,5.2253
101,121,8,1.4133,4.6625
101,123,0,5.6707,10.2087
101,171,0,1.9289,10.5636
101,178,0,2.4068,9.9981
101,189,0,10.0523,5.9745
101,197,0,6.4506,6.7122
102,10,1,1.929,1.9475
102,12,0,5.3212,8.3871
102,29,11,3.165,4.4259
102,30,0,8.2753,5.4425
102,35,0,3.6358,6.0803
102,44,0,3.8539,2.8526
102,69,0,9.7039,3.7889
102,100,0,4.3029,7.9842
102,104,0,6.5286,2.3731
102,123,0,7.6205,4.1808
102,126,0,2.4905,5.4946
102,149,0,5.9765,9.4428
102,167,0,5.9508,1.0368
102,172,0,5.926,2.288
102,191,0,8.2488,7.4981
102,197,7,5.9926,1.4709
103,6,0,4.49,7.9143
103,15,20,7.3204,1.1506
103,36,0,6.7185,4.4011
103,76,0,10.4832,5.0154
103,83,0,1.5585,8.4296
103,124,0,4.3212,10.7403
103,128,0,9.031,4.5691
103,131,0,9.0473,6.8034
103,174,0,2.3251,8.6385
104,10,0,6.6794,3.439
104,14,0,3.7776,1.3723
104,29,0,9.2534,9.2173
104,35,0,8.324,3.0099
104,39,0,1.1724,7.2481
104,44,0,6.3997,2.7208
104,45,0,3.7746,6.5389
104,68,0,5.9403,9.618
104,69,0,8.3138,2.5209
104,96,0,3.9364,1.1256
104,100,0,4.6584,4.2237
104,101,0,4.7182,1.1774
104,102,0,5.9041,9.2337
104,105,0,3.9843,7.3686
104,123,0,10.1614,1.5743
104,126,0,3.648,5.005
104,149,0,8.7296,8.3431
104,167,0,10.7562,3.1536
104,171,0,8.1936,10.8885
104,191,0,4.1335,7.0506
104,197,0,9.7345,3.531
105,2,0,4.6117,6.5744
105,14,0,6.3082,10.7198
105,22,0,4.7683,2.2301
105,29,10,4.5919,9.4423
105,39,0,2.9931,2.0822
105,41,13,1.9691,10.8727
105,44,0,7.3894,3.6845
105,45,0,4.6078,9.5557
105,51,0,4.5374,8.7889
105,58,0,10.5485,1.3208
105,68,0,9.0474,10.258
105,79,0,4.94,6.2609
105,86,0,3.9136,10.5273
105,87,0,10.2066,6.0994
105,96,0,2.1016,1.0181
105,101,0,9.8346,7.9509
105,104,0,1.7653,10.2007
105,118,0,8.7878,7.1252
105,148,0,10.2375,4.8866
105,163,0,10.0283,10.113
105,171,0,4.8715,2.1981
105,178,0,8.5466,2.7519
105,189,0,7.498,6.6114
105,196,0,1.5126,7.7147
106,33,0,7.9756,9.7634
106,50,10,2.9503,6.7494
106,53,0,9.3719,8.8742
106,54,0,5.9715,5.8058
106,75,0,9.3291,7.5287
106,88,0,4.6114,4.7744
106,91,0,5.2933,10.3044
106,93,0,3.8894,10.0277
106,98,0,2.1752,8.2446
106,117,0,2.8511,3.4794
106,129,0,3.1868,10.498
106,138,0,8.7784,6.9957
106,142,15,1.3682,5.5696
106,143,0,1.1874,8.2704
106,180,10,3.7671,2.8943
106,183,0,5.5701,6.4189
106,187,0,4.7794,9.6535
106,198,0,1.8559,2.9007
106,199,0,4.8132,6.7968
107,2,0,5.4723,7.3336
107,14,0,4.1762,9.4436
107,20,0,2.385,8.2954
107,22,0,10.742,4.891
107,32,0,3.3014,7.4366
107,39,0,7.7316,2.2966
107,44,0,8.4366,7.2095
107,45,0,7.8038,7.5961
107,68,0,4.2444,3.9382
107,82,0,2.6133,10.0699
107,96,0,1.368,7.2851
107,101,0,5.4837,6.2808
107,111,0,8.108,2.7062
107,121,0,9.4601,2.6932
107,123,0,4.025,6.2662
107,133,0,5.8912,1.141
107,135,0,5.6256,2.4879
107,144,0,9.8926,2.9768
107,189,0,7.1219,10.7694
107,193,0,6.8882,7.2912
108,1,0,8.5897,2.5998
108,3,0,9.597,10.7575
108,8,0,7.5866,8.6301
108,38,0,7.8317,1.183
108,42,11,2.1107,5.0017
108,47,0,2.5324,5.5071
108,55,0,5.5674,10.8403
108,62,0,3.3617,5.9436
108,63,0,5.15,6.9636
108,64,0,4.3649,8.2083
108,67,0,7.8846,10.6017
108,71,0,2.6857,8.9348
108,74,0,1.1224,5.3932
108,86,0,9.1336,7.5496
108,92,0,9.3449,6.1977
108,94,0,2.5177,6.8686
108,125,0,7.9438,3.6706
108,134,0,4.3506,4.9785
108,139,0,4.3635,7.4589
108,144,0,5.5914,3.8623
108,148,0,5.5222,4.7072
108,153,0,10.7357,9.6029
108,156,0,1.4473,8.6552
108,160,0,7.8362,4.7372
108,169,0,8.4399,6.2396
108,170,0,7.2371,8.0124
108,175,0,4.652,3.7663
108,185,0,3.695,6.6524
109,1,0,3.204,6.5122
109,17,0,9.6979,2.5771
109,52,0,8.8861,7.679
109,67,0,7.7216,6.0412
109,78,0,5.2019,9.0684
109,81,0,10.1484,3.7393
109,97,0,9.5519,10.8707
109,112,0,4.7778,4.1654
109,115,0,7.6089,5.0552
109,119,0,8.0357,7.0648
109,125,0,4.1409,6.7202
109,139,0,5.3867,8.5484
109,152,0,2.9707,10.4104
109,170,0,2.917,10.2371
109,181,18,2.3115,4.8461
109,182,0,2.9165,8.0042
110,0,0,1.3604,2.2069
110,4,0,1.0081,4.0939
110,5,0,1.6484,5.7543
110,23,0,2.2624,8.4039
110,26,0,2.332,9.9723
110,31,0,9.0369,7.3048
110,34,0,5.1153,1.5187
110,40,0,5.6893,3.3583
110,59,0,9.9932,4.7088
110,61,0,9.3987,1.4325
110,65,0,1.6402,2.9083
110,85,0,9.1939,6.1099
110,95,0,8.1987,9.6158
110,99,0,9.7629,4.5874
110,114,0,6.9193,8.9305
110,127,0,4.9423,1.7672
110,132,0,4.9327,5.9859
110,145,0,10.6482,9.0665
110,147,25,1.1144,9.3435
110,151,0,5.1991,10.6809
110,154,0,2.0504,2.1702
110,162,0,2.9773,2.9982
110,173,14,3.3098,3.9466
110,186,0,1.7228,10.9526
111,14,0,2.2023,10.2948
111,20,0,7.6506,8.5702
111,32,0,8.2013,1.8032
111,44,0,1.0702,9.8212
111,69,0,8.2616,8.8303
111,82,0,2.7301,5.3651
111,96,0,4.8112,3.1375
111,107,0,10.8972,10.9382
111,121,0,2.9913,5.5453
111,123,0,2.7111,9.9885
111,133,0,8.0566,8.3196
111,135,0,4.0269,6.2326
111,191,0,7.4681,5.5435
111,193,0,3.5811,5.749
112,78,0,9.5522,2.6948
112,81,0,2.405,4.1227
112,97,0,3.5037,2.7958
112,109,0,9.9063,6.0536
112,115,0,8.8871,7.9457
112,119,0,10.9607,3.8109
112,152,0,4.0036,2.727
112,181,0,4.5229,3.3955
112,182,0,3.4786,5.6802
113,43,0,10.1276,5.0782
113,48,0,6.4274,9.2408
113,57,0,8.3331,7.2872
113,90,0,4.5963,9.208
113,136,0,4.6128,2.5385
113,137,0,8.2599,5.6648
113,155,0,4.4596,7.2303
113,164,3,1.0232,6.8145
113,190,0,7.7873,8.418
113,192,0,4.1588,5.882
114,0,0,4.0742,9.1372
114,6,0,9.938,1.8638
114,13,0,5.9721,4.5119
114,31,0,7.7706,9.8934
114,36,0,7.7916,4.4813
114,40,0,1.1147,1.3233
114,65,0,3.7003,1.5413
114,76,0,7.5591,3.5564
114,83,0,9.1959,1.9937
114,84,0,2.0399,8.6318
114,85,0,9.1321,6.2317
114,110,0,6.3504,4.0439
114,124,19,6.0668,7.618
114,131,0,10.4749,8.6669
114,132,0,2.9428,7.7715
114,145,0,9.9987,7.2883
114,161,0,10.0184,8.6068
114,173,0,3.4707,7.8292
114,174,0,10.7206,5.5833
115,1,0,9.5204,8.2587
115,17,0,4.6821,8.2128
115,52,0,10.5823,5.5147
115,78,0,7.2617,8.8665
115,81,0,7.1198,10.6451
115,97,0,5.8789,5.4495
115,109,0,1.8335,10.8353
115,112,0,8.9206,3.0971
115,119,19,2.5438,5.5803
115,152,0,5.3547,8.7435
115,181,0,7.4353,2.1661
115,182,0,5.2636,6.4966
116,1,0,5.2503,1.764
116,7,0,7.4259,1.6524
116,17,0,10.6954,1.4472
116,27,0,4.7254,4.9658
116,52,0,5.4456,10.0875
116,78,0,4.3304,4.1638
116,80,0,7.1813,9.9126
116,97,0,8.787,6.5323
116,119,9,1.994,8.5152
116,152,0,3.8453,6.2514
116,157,0,8.1952,1.6064
116,166,0,1.8442,7.8062
116,168,0,4.991,1.2411
116,176,0,7.1811,7.0432
116,177,0,3.6819,8.1232
116,179,0,9.7556,10.4574
116,181,0,7.6988,4.3911
116,182,0,2.7945,8.8694
116,188,0,7.9237,9.5357
117,24,0,7.9289,5.7424
117,53,0,8.3212,1.2315
117,54,0,4.0128,5.0412
117,70,13,2.2658,9.9832
117,88,10,3.8073,9.579
117,91,0,5.6291,5.1308
117,93,0,2.1327,3.0398
117,106,0,5.0787,5.5513
117,122,0,6.528,7.2266
117,129,0,7.8773,2.7244
117,140,0,7.7936,4.1276
117,142,0,8.8958,1.2963
117,143,0,4.8074,8.9933
117,146,0,2.9466,9.1685
117,183,0,1.6306,9.2375
117,190,0,8.9729,5.6417
118,4,0,10.2308,8.646
118,23,0,5.0492,1.173
118,26,0,3.4578,6.2844
118,33,0,9.6284,10.1239
118,41,0,3.4177,5.7362
118,49,0,9.6185,4.2134
118,51,0,4.9935,4.7537
118,58,0,5.2883,9.0728
118,60,0,3.5848,2.178
118,72,0,4.4025,8.2417
118,79,0,8.493,4.346
118,87,0,7.845,10.3436
118,95,0,10.4436,8.4904
118,99,0,8.9682,3.7137
118,105,0,6.976,6.9684
118,138,0,3.873,7.7266
118,147,5,1.8861,3.822
118,151,0,3.1041,3.5521
118,154,0,5.0603,4.7006
118,158,0,10.1849,3.4166
118,162,0,2.9384,3.8785
118,163,24,1.1134,10.1907
118,165,0,9.9693,2.9041
118,171,0,1.0367,3.9462
118,178,0,4.2273,8.3376
118,196,0,7.0158,3.2102
119,1,0,3.859,10.8505
119,3,0,5.3772,4.8799
119,7,0,2.5532,2.8832
119,17,0,7.8482,1.487
119,27,0,1.7697,10.2445
119,42,0,7.8361,3.0158
119,52,0,2.9484,10.5472
119,67,0,2.64,7.3729
119,78,0,1.2282,3.2323
119,80,0,6.4393,6.822
119,81,0,7.7882,2.0797
119,94,0,2.8338,7.6836
119,97,0,7.8939,3.7874
119,109,0,6.0558,1.0587
119,112,0,9.0482,8.6372
119,115,0,7.3861,4.8794
119,116,0,6.5631,3.681
119,152,0,3.9582,2.0714
119,157,0,7.99,4.4529
119,166,0,9.2692,10.7407
119,170,0,10.857,9.1988
119,181,0,6.307,4.6369
119,182,0,4.9638,4.1957
119,188,0,2.9941,4.3709
120,5,0,7.161,10.5383
120,11,0,6.9137,4.1497
120,27,0,4.9791,2.6389
120,56,0,6.7839,8.1935
120,65,0,2.1457,9.3808
120,80,0,8.3969,2.5467
120,89,0,8.2705,8.6561
120,127,0,8.7011,4.1105
120,157,0,9.5666,2.8191
120,168,4,1.2565,10.2329
120,173,0,6.3746,8.9062
120,176,0,4.6608,7.2261
120,177,0,5.2357,6.2308
120,179,0,1.9748,8.9215
120,186,0,8.2953,9.2053
120,188,1,6.707,2.258
121,2,0,2.2226,7.4898
121,14,0,10.377,2.82
121,20,0,5.6833,1.5971
121,22,0,10.8663,3.7688
121,32,0,7.4681,6.385
121,38,0,5.1348,5.872
121,39,0,6.1244,4.7034
121,44,0,6.3682,6.5121
121,45,0,1.1466,3.8509
121,47,8,1.3122,6.1627
121,68,0,5.0441,4.6419
121,82,0,8.591,5.1033
121,96,0,5.6663,4.8723
121,101,0,9.9524,4.4709
121,107,0,3.4135,2.5366
121,111,0,5.9754,9.4884
121,133,0,10.5282,8.4982
121,135,0,1.0015,6.0584
121,144,0,3.1301,4.4921
121,189,0,1.1577,5.6906
121,193,0,4.4907,5.7884
122,24,0,9.1616,2.5506
122,43,8,4.1301,4.6149
122,54,0,2.3826,4.2688
122,117,0,9.3119,3.8852
122,129,0,9.2544,1.7326
122,140,0,10.0092,3.2092
122,146,0,8.2907,7.7277
122,190,0,5.1445,3.1038
123,10,0,9.2201,7.9236
123,14,0,4.0078,9.1225
123,29,0,6.772,1.1241
123,30,0,9.0878,1.3322
123,44,0,8.8875,3.4828
123,68,0,4.0172,3.3935
123,69,0,1.5683,4.0761
123,100,0,10.8369,6.6963
123,101,0,10.2635,6.9611
123,102,0,3.0932,2.1854
123,104,0,6.4937,6.314
123,107,0,6.1609,1.4992
123,111,0,4.2858,9.548
123,126,0,2.8,7.2986
123,133,0,9.0866,9.8373
123,167,0,4.8342,4.912
123,191,0,8.789,8.5989
123,193,0,4.577,5.7154
123,197,0,6.977,3.9144
124,6,0,2.7058,4.1251
124,15,19,7.8685,4.9698
124,25,0,2.44,9.2732
124,36,0,3.5387,2.2448
124,76,0,7.0245,6.9973
124,83,0,2.1959,8.8672
124,103,0,7.4141,7.6883
124,114,0,5.5419,6.8488
124,128,0,8.9584,2.8309
124,131,0,7.6182,4.9466
124,174,0,9.167,5.4599
125,1,0,9.4507,8.7157
125,8,0,4.7488,6.1371
125,42,0,7.0116,7.2617
125,52,0,4.803,4.7675
125,63,0,4.5743,1.6514
125,64,0,8.8292,2.2896
125,67,0,6.1901,2.9387
125,71,0,2.7326,10.1053
125,74,0,7.436,10.2316
125,94,0,4.2895,9.9521
125,108,0,10.9138,3.1121
125,109,0,1.005,5.1683
125,139,0,2.5963,10.5428
125,153,0,6.3459,10.4077
125,160,0,9.9095,2.7887
125,170,0,1.9001,4.4868
125,185,0,1.3369,9.0116
126,10,0,8.1215,10.5153
126,12,0,8.2721,3.4798
126,29,0,6.0239,2.5899
126,30,0,8.1133,8.3315
126,35,0,9.6144,8.545
126,69,0,3.0911,4.2958
126,100,0,5.9287,10.2623
126,102,0,8.6014,9.2919
126,104,0,1.8491,6.6747
126,123,0,8.2516,4.1218
126,149,0,6.0206,4.963
126,167,0,7.0393,6.3494
126,172,0,9.0031,4.4776
126,180,0,10.5953,5.6538
126,191,0,4.1065,9.2436
126,197,0,7.6246,4.6106
127,3,0,3.3175,9.3872
127,4,0,10.6144,1.6714
127,5,0,6.5681,5.5471
127,7,0,4.3528,9.5847
127,23,0,5.6769,4.8035
127,26,0,8.3375,6.7506
127,27,0,5.5626,1.8995
127,34,0,10.5359,6.2141
127,55,0,3.3568,6.6041
127,59,0,8.3203,6.7975
127,62,0,7.0251,7.9122
127,65,0,5.8807,1.4906
127,73,0,4.9328,7.7935
127,94,0,8.1791,4.2543
127,110,0,7.5764,4.7482
127,120,0,8.2039,5.1082
127,134,0,6.2605,3.4596
127,147,0,6.3665,3.4956
127,148,0,7.8237,4.3389
127,151,0,5.1756,1.2284
127,154,0,8.8393,9.5087
127,156,0,8.3945,7.618
127,157,16,2.1175,3.742
127,159,0,7.2049,2.1301
127,163,0,9.4794,2.3768
127,186,0,8.3275,10.2622
128,6,0,4.4652,9.6898
128,13,0,8.2326,7.1291
128,16,11,2.2982,7.0428
128,18,0,7.3198,6.8885
128,19,0,7.9932,1.7507
128,25,0,4.7716,9.2862
128,37,0,7.0513,1.7629
128,76,0,7.3201,2.7893
128,77,0,2.7922,5.2295
128,83,0,3.8664,7.658
128,103,0,1.849,1.5262
128,124,0,1.6442,8.7673
128,130,0,5.783,5.502
128,131,0,6.5425,1.8208
128,184,0,6.6142,10.5027
129,24,0,5.3006,9.1971
129,43,0,5.3521,10.0382
129,53,0,7.6893,4.5512
129,54,0,5.161,3.9704
129,70,24,2.5963,10.6092
129,91,0,4.804,10.3182
129,106,0,3.4509,3.5653
129,117,0,4.6903,1.2399
129,122,0,5.0964,3.3998
129,140,0,9.4972,3.0333
129,142,0,7.8191,6.8215
129,146,0,6.6593,9.5102
129,183,0,4.6081,5.5886
129,190,3,6.359,7.106
130,16,3,8.1127,2.0097
130,18,0,3.8285,7.792
130,19,10,1.2858,4.7326
130,25,14,3.0615,6.7616
130,37,0,6.8178,1.242
130,77,0,9.621,3.2725
130,128,0,9.8822,8.8049
130,155,0,2.4869,10.1439
130,164,0,5.9385,10.6524
130,184,21,3.4085,2.02
131,6,0,1.0967,5.372
131,13,0,2.3017,4.4399
131,19,0,1.8532,10.5502
131,25,0,7.4888,6.6179
131,31,0,8.9855,2.0826
131,36,0,5.6105,7.28
131,76,0,1.8511,3.1383
131,83,0,8.5278,9.2137
131,84,0,5.0137,7.3529
131,85,0,4.2004,6.7247
131,103,20,2.2662,5.5445
131,114,0,1.3989,10.0127
131,124,0,7.7515,1.4098
131,128,7,6.4606,1.9752
131,132,0,3.6057,5.5573
131,145,0,8.6387,4.6081
131,161,0,1.9441,3.6942
131,173,0,7.5519,2.121
